Country,Code,Date,Johns Hopkins,WHO (cases),ECDC (cases)
Afghanistan,AFG,31-Dec-19,,,0
Afghanistan,AFG,1-Jan-20,,,0
Afghanistan,AFG,2-Jan-20,,,0
Afghanistan,AFG,3-Jan-20,,,0
Afghanistan,AFG,4-Jan-20,,,0
Afghanistan,AFG,5-Jan-20,,,0
Afghanistan,AFG,6-Jan-20,,,0
Afghanistan,AFG,7-Jan-20,,,0
Afghanistan,AFG,8-Jan-20,,,0
Afghanistan,AFG,9-Jan-20,,,0
Afghanistan,AFG,10-Jan-20,,,0
Afghanistan,AFG,11-Jan-20,,,0
Afghanistan,AFG,12-Jan-20,,,0
Afghanistan,AFG,13-Jan-20,,,0
Afghanistan,AFG,14-Jan-20,,,0
Afghanistan,AFG,15-Jan-20,,,0
Afghanistan,AFG,16-Jan-20,,,0
Afghanistan,AFG,17-Jan-20,,,0
Afghanistan,AFG,18-Jan-20,,,0
Afghanistan,AFG,19-Jan-20,,,0
Afghanistan,AFG,20-Jan-20,,,0
Afghanistan,AFG,21-Jan-20,,,0
Afghanistan,AFG,22-Jan-20,0,,0
Afghanistan,AFG,23-Jan-20,0,,0
Afghanistan,AFG,24-Jan-20,0,,0
Afghanistan,AFG,25-Jan-20,0,,0
Afghanistan,AFG,26-Jan-20,0,,0
Afghanistan,AFG,27-Jan-20,0,,0
Afghanistan,AFG,28-Jan-20,0,,0
Afghanistan,AFG,29-Jan-20,0,,0
Afghanistan,AFG,30-Jan-20,0,,0
Afghanistan,AFG,31-Jan-20,0,,0
Afghanistan,AFG,1-Feb-20,0,,0
Afghanistan,AFG,2-Feb-20,0,,0
Afghanistan,AFG,3-Feb-20,0,,0
Afghanistan,AFG,4-Feb-20,0,,0
Afghanistan,AFG,5-Feb-20,0,,0
Afghanistan,AFG,6-Feb-20,0,,0
Afghanistan,AFG,7-Feb-20,0,,0
Afghanistan,AFG,8-Feb-20,0,,0
Afghanistan,AFG,9-Feb-20,0,,0
Afghanistan,AFG,10-Feb-20,0,,0
Afghanistan,AFG,11-Feb-20,0,,0
Afghanistan,AFG,12-Feb-20,0,,0
Afghanistan,AFG,13-Feb-20,0,,0
Afghanistan,AFG,14-Feb-20,0,,0
Afghanistan,AFG,15-Feb-20,0,,0
Afghanistan,AFG,16-Feb-20,0,,0
Afghanistan,AFG,17-Feb-20,0,,0
Afghanistan,AFG,18-Feb-20,0,,0
Afghanistan,AFG,19-Feb-20,0,,0
Afghanistan,AFG,20-Feb-20,0,,0
Afghanistan,AFG,21-Feb-20,0,,0
Afghanistan,AFG,22-Feb-20,0,,0
Afghanistan,AFG,23-Feb-20,0,,0
Afghanistan,AFG,24-Feb-20,1,,0
Afghanistan,AFG,25-Feb-20,1,1,1
Afghanistan,AFG,26-Feb-20,1,1,1
Afghanistan,AFG,27-Feb-20,1,1,1
Afghanistan,AFG,28-Feb-20,1,1,1
Afghanistan,AFG,29-Feb-20,1,1,1
Afghanistan,AFG,1-Mar-20,1,1,1
Afghanistan,AFG,2-Mar-20,1,1,1
Afghanistan,AFG,3-Mar-20,1,1,
Afghanistan,AFG,4-Mar-20,1,1,
Afghanistan,AFG,5-Mar-20,1,1,
Afghanistan,AFG,6-Mar-20,1,1,
Afghanistan,AFG,7-Mar-20,1,1,
Afghanistan,AFG,8-Mar-20,4,4,4
Afghanistan,AFG,9-Mar-20,4,4,
Afghanistan,AFG,10-Mar-20,5,4,
Afghanistan,AFG,11-Mar-20,7,4,7
Afghanistan,AFG,12-Mar-20,7,7,
Afghanistan,AFG,13-Mar-20,7,7,
Afghanistan,AFG,14-Mar-20,11,7,
Afghanistan,AFG,15-Mar-20,16,10,10
Afghanistan,AFG,16-Mar-20,21,16,16
Afghanistan,AFG,17-Mar-20,22,21,21
Afghanistan,AFG,18-Mar-20,22,,22
Afghanistan,AFG,19-Mar-20,,,22
Afghanistan,AFG,20-Mar-20,,,22
Afghanistan,AFG,21-Mar-20,,,24
Afghanistan,AFG,22-Mar-20,,,24
Afghanistan,AFG,23-Mar-20,,,34
Afghanistan,AFG,24-Mar-20,,,40
Afghanistan,AFG,25-Mar-20,,,42
Afghanistan,AFG,26-Mar-20,,,75
Afghanistan,AFG,27-Mar-20,,,75
Albania,ALB,22-Jan-20,0,,
Albania,ALB,23-Jan-20,0,,
Albania,ALB,24-Jan-20,0,,
Albania,ALB,25-Jan-20,0,,
Albania,ALB,26-Jan-20,0,,
Albania,ALB,27-Jan-20,0,,
Albania,ALB,28-Jan-20,0,,
Albania,ALB,29-Jan-20,0,,
Albania,ALB,30-Jan-20,0,,
Albania,ALB,31-Jan-20,0,,
Albania,ALB,1-Feb-20,0,,
Albania,ALB,2-Feb-20,0,,
Albania,ALB,3-Feb-20,0,,
Albania,ALB,4-Feb-20,0,,
Albania,ALB,5-Feb-20,0,,
Albania,ALB,6-Feb-20,0,,
Albania,ALB,7-Feb-20,0,,
Albania,ALB,8-Feb-20,0,,
Albania,ALB,9-Feb-20,0,,
Albania,ALB,10-Feb-20,0,,
Albania,ALB,11-Feb-20,0,,
Albania,ALB,12-Feb-20,0,,
Albania,ALB,13-Feb-20,0,,
Albania,ALB,14-Feb-20,0,,
Albania,ALB,15-Feb-20,0,,
Albania,ALB,16-Feb-20,0,,
Albania,ALB,17-Feb-20,0,,
Albania,ALB,18-Feb-20,0,,
Albania,ALB,19-Feb-20,0,,
Albania,ALB,20-Feb-20,0,,
Albania,ALB,21-Feb-20,0,,
Albania,ALB,22-Feb-20,0,,
Albania,ALB,23-Feb-20,0,,
Albania,ALB,24-Feb-20,0,,
Albania,ALB,25-Feb-20,0,,
Albania,ALB,26-Feb-20,0,,
Albania,ALB,27-Feb-20,0,,
Albania,ALB,28-Feb-20,0,,
Albania,ALB,29-Feb-20,0,,
Albania,ALB,1-Mar-20,0,,
Albania,ALB,2-Mar-20,0,,
Albania,ALB,3-Mar-20,0,,
Albania,ALB,4-Mar-20,0,,
Albania,ALB,5-Mar-20,0,,
Albania,ALB,6-Mar-20,0,,
Albania,ALB,7-Mar-20,0,,
Albania,ALB,8-Mar-20,0,,
Albania,ALB,9-Mar-20,2,2,2
Albania,ALB,10-Mar-20,10,2,6
Albania,ALB,11-Mar-20,12,10,10
Albania,ALB,12-Mar-20,23,10,11
Albania,ALB,13-Mar-20,33,23,23
Albania,ALB,14-Mar-20,38,33,33
Albania,ALB,15-Mar-20,42,38,38
Albania,ALB,16-Mar-20,51,42,42
Albania,ALB,17-Mar-20,55,51,51
Albania,ALB,18-Mar-20,59,,55
Albania,ALB,19-Mar-20,,,59
Albania,ALB,20-Mar-20,,,70
Albania,ALB,21-Mar-20,,,70
Albania,ALB,22-Mar-20,,,76
Albania,ALB,23-Mar-20,,,89
Albania,ALB,24-Mar-20,,,100
Albania,ALB,25-Mar-20,,,123
Albania,ALB,26-Mar-20,,,146
Albania,ALB,27-Mar-20,,,174
Algeria,DZA,31-Dec-19,,,0
Algeria,DZA,1-Jan-20,,,0
Algeria,DZA,2-Jan-20,,,0
Algeria,DZA,3-Jan-20,,,0
Algeria,DZA,4-Jan-20,,,0
Algeria,DZA,5-Jan-20,,,0
Algeria,DZA,6-Jan-20,,,0
Algeria,DZA,7-Jan-20,,,0
Algeria,DZA,8-Jan-20,,,0
Algeria,DZA,9-Jan-20,,,0
Algeria,DZA,10-Jan-20,,,0
Algeria,DZA,11-Jan-20,,,0
Algeria,DZA,12-Jan-20,,,0
Algeria,DZA,13-Jan-20,,,0
Algeria,DZA,14-Jan-20,,,0
Algeria,DZA,15-Jan-20,,,0
Algeria,DZA,16-Jan-20,,,0
Algeria,DZA,17-Jan-20,,,0
Algeria,DZA,18-Jan-20,,,0
Algeria,DZA,19-Jan-20,,,0
Algeria,DZA,20-Jan-20,,,0
Algeria,DZA,21-Jan-20,,,0
Algeria,DZA,22-Jan-20,0,,0
Algeria,DZA,23-Jan-20,0,,0
Algeria,DZA,24-Jan-20,0,,0
Algeria,DZA,25-Jan-20,0,,0
Algeria,DZA,26-Jan-20,0,,0
Algeria,DZA,27-Jan-20,0,,0
Algeria,DZA,28-Jan-20,0,,0
Algeria,DZA,29-Jan-20,0,,0
Algeria,DZA,30-Jan-20,0,,0
Algeria,DZA,31-Jan-20,0,,0
Algeria,DZA,1-Feb-20,0,,0
Algeria,DZA,2-Feb-20,0,,0
Algeria,DZA,3-Feb-20,0,,0
Algeria,DZA,4-Feb-20,0,,0
Algeria,DZA,5-Feb-20,0,,0
Algeria,DZA,6-Feb-20,0,,0
Algeria,DZA,7-Feb-20,0,,0
Algeria,DZA,8-Feb-20,0,,0
Algeria,DZA,9-Feb-20,0,,0
Algeria,DZA,10-Feb-20,0,,0
Algeria,DZA,11-Feb-20,0,,0
Algeria,DZA,12-Feb-20,0,,0
Algeria,DZA,13-Feb-20,0,,0
Algeria,DZA,14-Feb-20,0,,0
Algeria,DZA,15-Feb-20,0,,0
Algeria,DZA,16-Feb-20,0,,0
Algeria,DZA,17-Feb-20,0,,0
Algeria,DZA,18-Feb-20,0,,0
Algeria,DZA,19-Feb-20,0,,0
Algeria,DZA,20-Feb-20,0,,0
Algeria,DZA,21-Feb-20,0,,0
Algeria,DZA,22-Feb-20,0,,0
Algeria,DZA,23-Feb-20,0,,0
Algeria,DZA,24-Feb-20,0,,0
Algeria,DZA,25-Feb-20,1,,0
Algeria,DZA,26-Feb-20,1,1,1
Algeria,DZA,27-Feb-20,1,1,1
Algeria,DZA,28-Feb-20,1,1,1
Algeria,DZA,29-Feb-20,1,1,1
Algeria,DZA,1-Mar-20,1,1,1
Algeria,DZA,2-Mar-20,3,1,3
Algeria,DZA,3-Mar-20,5,5,
Algeria,DZA,4-Mar-20,12,5,5
Algeria,DZA,5-Mar-20,12,12,12
Algeria,DZA,6-Mar-20,17,12,17
Algeria,DZA,7-Mar-20,17,17,
Algeria,DZA,8-Mar-20,19,17,
Algeria,DZA,9-Mar-20,20,20,20
Algeria,DZA,10-Mar-20,20,20,
Algeria,DZA,11-Mar-20,20,20,
Algeria,DZA,12-Mar-20,24,25,20
Algeria,DZA,13-Mar-20,26,25,24
Algeria,DZA,14-Mar-20,37,26,26
Algeria,DZA,15-Mar-20,48,37,37
Algeria,DZA,16-Mar-20,54,49,48
Algeria,DZA,17-Mar-20,60,60,60
Algeria,DZA,18-Mar-20,74,,60
Algeria,DZA,19-Mar-20,,,73
Algeria,DZA,20-Mar-20,,,82
Algeria,DZA,21-Mar-20,,,94
Algeria,DZA,22-Mar-20,,,94
Algeria,DZA,23-Mar-20,,,102
Algeria,DZA,24-Mar-20,,,189
Algeria,DZA,25-Mar-20,,,231
Algeria,DZA,26-Mar-20,,,264
Algeria,DZA,27-Mar-20,,,305
Andorra,AND,22-Jan-20,0,,
Andorra,AND,23-Jan-20,0,,
Andorra,AND,24-Jan-20,0,,
Andorra,AND,25-Jan-20,0,,
Andorra,AND,26-Jan-20,0,,
Andorra,AND,27-Jan-20,0,,
Andorra,AND,28-Jan-20,0,,
Andorra,AND,29-Jan-20,0,,
Andorra,AND,30-Jan-20,0,,
Andorra,AND,31-Jan-20,0,,
Andorra,AND,1-Feb-20,0,,
Andorra,AND,2-Feb-20,0,,
Andorra,AND,3-Feb-20,0,,
Andorra,AND,4-Feb-20,0,,
Andorra,AND,5-Feb-20,0,,
Andorra,AND,6-Feb-20,0,,
Andorra,AND,7-Feb-20,0,,
Andorra,AND,8-Feb-20,0,,
Andorra,AND,9-Feb-20,0,,
Andorra,AND,10-Feb-20,0,,
Andorra,AND,11-Feb-20,0,,
Andorra,AND,12-Feb-20,0,,
Andorra,AND,13-Feb-20,0,,
Andorra,AND,14-Feb-20,0,,
Andorra,AND,15-Feb-20,0,,
Andorra,AND,16-Feb-20,0,,
Andorra,AND,17-Feb-20,0,,
Andorra,AND,18-Feb-20,0,,
Andorra,AND,19-Feb-20,0,,
Andorra,AND,20-Feb-20,0,,
Andorra,AND,21-Feb-20,0,,
Andorra,AND,22-Feb-20,0,,
Andorra,AND,23-Feb-20,0,,
Andorra,AND,24-Feb-20,0,,
Andorra,AND,25-Feb-20,0,,
Andorra,AND,26-Feb-20,0,,
Andorra,AND,27-Feb-20,0,,
Andorra,AND,28-Feb-20,0,,
Andorra,AND,29-Feb-20,0,,
Andorra,AND,1-Mar-20,0,,
Andorra,AND,2-Mar-20,1,,
Andorra,AND,3-Mar-20,1,1,1
Andorra,AND,4-Mar-20,1,1,
Andorra,AND,5-Mar-20,1,1,
Andorra,AND,6-Mar-20,1,1,
Andorra,AND,7-Mar-20,1,1,
Andorra,AND,8-Mar-20,1,1,
Andorra,AND,9-Mar-20,1,1,
Andorra,AND,10-Mar-20,1,1,
Andorra,AND,11-Mar-20,1,1,
Andorra,AND,12-Mar-20,1,1,
Andorra,AND,13-Mar-20,1,1,
Andorra,AND,14-Mar-20,1,2,2
Andorra,AND,15-Mar-20,1,2,
Andorra,AND,16-Mar-20,2,2,5
Andorra,AND,17-Mar-20,39,14,14
Andorra,AND,18-Mar-20,39,,14
Andorra,AND,19-Mar-20,,,53
Andorra,AND,20-Mar-20,,,75
Andorra,AND,21-Mar-20,,,75
Andorra,AND,22-Mar-20,,,88
Andorra,AND,23-Mar-20,,,113
Andorra,AND,24-Mar-20,,,133
Andorra,AND,25-Mar-20,,,164
Andorra,AND,26-Mar-20,,,188
Andorra,AND,27-Mar-20,,,224
Angola,AGO,22-Mar-20,,,2
Angola,AGO,23-Mar-20,,,2
Angola,AGO,24-Mar-20,,,2
Angola,AGO,25-Mar-20,,,2
Angola,AGO,26-Mar-20,,,2
Angola,AGO,27-Mar-20,,,3
Anguilla,AIA,27-Mar-20,,,2
Antigua and Barbuda,ATG,22-Jan-20,0,,
Antigua and Barbuda,ATG,23-Jan-20,0,,
Antigua and Barbuda,ATG,24-Jan-20,0,,
Antigua and Barbuda,ATG,25-Jan-20,0,,
Antigua and Barbuda,ATG,26-Jan-20,0,,
Antigua and Barbuda,ATG,27-Jan-20,0,,
Antigua and Barbuda,ATG,28-Jan-20,0,,
Antigua and Barbuda,ATG,29-Jan-20,0,,
Antigua and Barbuda,ATG,30-Jan-20,0,,
Antigua and Barbuda,ATG,31-Jan-20,0,,
Antigua and Barbuda,ATG,1-Feb-20,0,,
Antigua and Barbuda,ATG,2-Feb-20,0,,
Antigua and Barbuda,ATG,3-Feb-20,0,,
Antigua and Barbuda,ATG,4-Feb-20,0,,
Antigua and Barbuda,ATG,5-Feb-20,0,,
Antigua and Barbuda,ATG,6-Feb-20,0,,
Antigua and Barbuda,ATG,7-Feb-20,0,,
Antigua and Barbuda,ATG,8-Feb-20,0,,
Antigua and Barbuda,ATG,9-Feb-20,0,,
Antigua and Barbuda,ATG,10-Feb-20,0,,
Antigua and Barbuda,ATG,11-Feb-20,0,,
Antigua and Barbuda,ATG,12-Feb-20,0,,
Antigua and Barbuda,ATG,13-Feb-20,0,,
Antigua and Barbuda,ATG,14-Feb-20,0,,
Antigua and Barbuda,ATG,15-Feb-20,0,,
Antigua and Barbuda,ATG,16-Feb-20,0,,
Antigua and Barbuda,ATG,17-Feb-20,0,,
Antigua and Barbuda,ATG,18-Feb-20,0,,
Antigua and Barbuda,ATG,19-Feb-20,0,,
Antigua and Barbuda,ATG,20-Feb-20,0,,
Antigua and Barbuda,ATG,21-Feb-20,0,,
Antigua and Barbuda,ATG,22-Feb-20,0,,
Antigua and Barbuda,ATG,23-Feb-20,0,,
Antigua and Barbuda,ATG,24-Feb-20,0,,
Antigua and Barbuda,ATG,25-Feb-20,0,,
Antigua and Barbuda,ATG,26-Feb-20,0,,
Antigua and Barbuda,ATG,27-Feb-20,0,,
Antigua and Barbuda,ATG,28-Feb-20,0,,
Antigua and Barbuda,ATG,29-Feb-20,0,,
Antigua and Barbuda,ATG,1-Mar-20,0,,
Antigua and Barbuda,ATG,2-Mar-20,0,,
Antigua and Barbuda,ATG,3-Mar-20,0,,
Antigua and Barbuda,ATG,4-Mar-20,0,,
Antigua and Barbuda,ATG,5-Mar-20,0,,
Antigua and Barbuda,ATG,6-Mar-20,0,,
Antigua and Barbuda,ATG,7-Mar-20,0,,
Antigua and Barbuda,ATG,8-Mar-20,0,,
Antigua and Barbuda,ATG,9-Mar-20,0,,
Antigua and Barbuda,ATG,10-Mar-20,0,,
Antigua and Barbuda,ATG,11-Mar-20,0,,
Antigua and Barbuda,ATG,12-Mar-20,0,,
Antigua and Barbuda,ATG,13-Mar-20,1,,
Antigua and Barbuda,ATG,14-Mar-20,1,1,
Antigua and Barbuda,ATG,15-Mar-20,1,1,1
Antigua and Barbuda,ATG,16-Mar-20,1,1,
Antigua and Barbuda,ATG,17-Mar-20,1,1,
Antigua and Barbuda,ATG,18-Mar-20,1,,
Antigua and Barbuda,ATG,21-Mar-20,,,1
Antigua and Barbuda,ATG,22-Mar-20,,,1
Antigua and Barbuda,ATG,23-Mar-20,,,1
Antigua and Barbuda,ATG,24-Mar-20,,,1
Antigua and Barbuda,ATG,25-Mar-20,,,3
Antigua and Barbuda,ATG,26-Mar-20,,,3
Antigua and Barbuda,ATG,27-Mar-20,,,7
Argentina,ARG,22-Jan-20,0,,
Argentina,ARG,23-Jan-20,0,,
Argentina,ARG,24-Jan-20,0,,
Argentina,ARG,25-Jan-20,0,,
Argentina,ARG,26-Jan-20,0,,
Argentina,ARG,27-Jan-20,0,,
Argentina,ARG,28-Jan-20,0,,
Argentina,ARG,29-Jan-20,0,,
Argentina,ARG,30-Jan-20,0,,
Argentina,ARG,31-Jan-20,0,,
Argentina,ARG,1-Feb-20,0,,
Argentina,ARG,2-Feb-20,0,,
Argentina,ARG,3-Feb-20,0,,
Argentina,ARG,4-Feb-20,0,,
Argentina,ARG,5-Feb-20,0,,
Argentina,ARG,6-Feb-20,0,,
Argentina,ARG,7-Feb-20,0,,
Argentina,ARG,8-Feb-20,0,,
Argentina,ARG,9-Feb-20,0,,
Argentina,ARG,10-Feb-20,0,,
Argentina,ARG,11-Feb-20,0,,
Argentina,ARG,12-Feb-20,0,,
Argentina,ARG,13-Feb-20,0,,
Argentina,ARG,14-Feb-20,0,,
Argentina,ARG,15-Feb-20,0,,
Argentina,ARG,16-Feb-20,0,,
Argentina,ARG,17-Feb-20,0,,
Argentina,ARG,18-Feb-20,0,,
Argentina,ARG,19-Feb-20,0,,
Argentina,ARG,20-Feb-20,0,,
Argentina,ARG,21-Feb-20,0,,
Argentina,ARG,22-Feb-20,0,,
Argentina,ARG,23-Feb-20,0,,
Argentina,ARG,24-Feb-20,0,,
Argentina,ARG,25-Feb-20,0,,
Argentina,ARG,26-Feb-20,0,,
Argentina,ARG,27-Feb-20,0,,
Argentina,ARG,28-Feb-20,0,,
Argentina,ARG,29-Feb-20,0,,
Argentina,ARG,1-Mar-20,0,,
Argentina,ARG,2-Mar-20,0,,
Argentina,ARG,3-Mar-20,1,,
Argentina,ARG,4-Mar-20,1,1,1
Argentina,ARG,5-Mar-20,1,1,
Argentina,ARG,6-Mar-20,2,1,2
Argentina,ARG,7-Mar-20,8,2,8
Argentina,ARG,8-Mar-20,12,9,9
Argentina,ARG,9-Mar-20,12,12,12
Argentina,ARG,10-Mar-20,17,12,
Argentina,ARG,11-Mar-20,19,17,19
Argentina,ARG,12-Mar-20,19,19,
Argentina,ARG,13-Mar-20,31,31,31
Argentina,ARG,14-Mar-20,34,34,34
Argentina,ARG,15-Mar-20,45,45,45
Argentina,ARG,16-Mar-20,56,56,56
Argentina,ARG,17-Mar-20,68,65,65
Argentina,ARG,18-Mar-20,79,,79
Argentina,ARG,19-Mar-20,,,97
Argentina,ARG,20-Mar-20,,,128
Argentina,ARG,21-Mar-20,,,158
Argentina,ARG,22-Mar-20,,,225
Argentina,ARG,23-Mar-20,,,266
Argentina,ARG,24-Mar-20,,,301
Argentina,ARG,25-Mar-20,,,387
Argentina,ARG,26-Mar-20,,,502
Argentina,ARG,27-Mar-20,,,589
Armenia,ARM,31-Dec-19,,,0
Armenia,ARM,1-Jan-20,,,0
Armenia,ARM,2-Jan-20,,,0
Armenia,ARM,3-Jan-20,,,0
Armenia,ARM,4-Jan-20,,,0
Armenia,ARM,5-Jan-20,,,0
Armenia,ARM,6-Jan-20,,,0
Armenia,ARM,7-Jan-20,,,0
Armenia,ARM,8-Jan-20,,,0
Armenia,ARM,9-Jan-20,,,0
Armenia,ARM,10-Jan-20,,,0
Armenia,ARM,11-Jan-20,,,0
Armenia,ARM,12-Jan-20,,,0
Armenia,ARM,13-Jan-20,,,0
Armenia,ARM,14-Jan-20,,,0
Armenia,ARM,15-Jan-20,,,0
Armenia,ARM,16-Jan-20,,,0
Armenia,ARM,17-Jan-20,,,0
Armenia,ARM,18-Jan-20,,,0
Armenia,ARM,19-Jan-20,,,0
Armenia,ARM,20-Jan-20,,,0
Armenia,ARM,21-Jan-20,,,0
Armenia,ARM,22-Jan-20,0,,0
Armenia,ARM,23-Jan-20,0,,0
Armenia,ARM,24-Jan-20,0,,0
Armenia,ARM,25-Jan-20,0,,0
Armenia,ARM,26-Jan-20,0,,0
Armenia,ARM,27-Jan-20,0,,0
Armenia,ARM,28-Jan-20,0,,0
Armenia,ARM,29-Jan-20,0,,0
Armenia,ARM,30-Jan-20,0,,0
Armenia,ARM,31-Jan-20,0,,0
Armenia,ARM,1-Feb-20,0,,0
Armenia,ARM,2-Feb-20,0,,0
Armenia,ARM,3-Feb-20,0,,0
Armenia,ARM,4-Feb-20,0,,0
Armenia,ARM,5-Feb-20,0,,0
Armenia,ARM,6-Feb-20,0,,0
Armenia,ARM,7-Feb-20,0,,0
Armenia,ARM,8-Feb-20,0,,0
Armenia,ARM,9-Feb-20,0,,0
Armenia,ARM,10-Feb-20,0,,0
Armenia,ARM,11-Feb-20,0,,0
Armenia,ARM,12-Feb-20,0,,0
Armenia,ARM,13-Feb-20,0,,0
Armenia,ARM,14-Feb-20,0,,0
Armenia,ARM,15-Feb-20,0,,0
Armenia,ARM,16-Feb-20,0,,0
Armenia,ARM,17-Feb-20,0,,0
Armenia,ARM,18-Feb-20,0,,0
Armenia,ARM,19-Feb-20,0,,0
Armenia,ARM,20-Feb-20,0,,0
Armenia,ARM,21-Feb-20,0,,0
Armenia,ARM,22-Feb-20,0,,0
Armenia,ARM,23-Feb-20,0,,0
Armenia,ARM,24-Feb-20,0,,0
Armenia,ARM,25-Feb-20,0,,0
Armenia,ARM,26-Feb-20,0,,0
Armenia,ARM,27-Feb-20,0,,0
Armenia,ARM,28-Feb-20,0,,0
Armenia,ARM,29-Feb-20,0,,0
Armenia,ARM,1-Mar-20,1,,1
Armenia,ARM,2-Mar-20,1,1,1
Armenia,ARM,3-Mar-20,1,1,
Armenia,ARM,4-Mar-20,1,1,
Armenia,ARM,5-Mar-20,1,1,
Armenia,ARM,6-Mar-20,1,1,
Armenia,ARM,7-Mar-20,1,1,
Armenia,ARM,8-Mar-20,1,1,
Armenia,ARM,9-Mar-20,1,1,
Armenia,ARM,10-Mar-20,1,1,
Armenia,ARM,11-Mar-20,1,1,
Armenia,ARM,12-Mar-20,4,1,4
Armenia,ARM,13-Mar-20,8,1,6
Armenia,ARM,14-Mar-20,18,8,13
Armenia,ARM,15-Mar-20,26,8,20
Armenia,ARM,16-Mar-20,52,26,30
Armenia,ARM,17-Mar-20,78,52,52
Armenia,ARM,18-Mar-20,84,,78
Armenia,ARM,19-Mar-20,,,115
Armenia,ARM,20-Mar-20,,,122
Armenia,ARM,21-Mar-20,,,136
Armenia,ARM,22-Mar-20,,,160
Armenia,ARM,23-Mar-20,,,190
Armenia,ARM,24-Mar-20,,,194
Armenia,ARM,25-Mar-20,,,265
Armenia,ARM,26-Mar-20,,,290
Armenia,ARM,27-Mar-20,,,329
Aruba,ABW,22-Jan-20,0,,
Aruba,ABW,23-Jan-20,0,,
Aruba,ABW,24-Jan-20,0,,
Aruba,ABW,25-Jan-20,0,,
Aruba,ABW,26-Jan-20,0,,
Aruba,ABW,27-Jan-20,0,,
Aruba,ABW,28-Jan-20,0,,
Aruba,ABW,29-Jan-20,0,,
Aruba,ABW,30-Jan-20,0,,
Aruba,ABW,31-Jan-20,0,,
Aruba,ABW,1-Feb-20,0,,
Aruba,ABW,2-Feb-20,0,,
Aruba,ABW,3-Feb-20,0,,
Aruba,ABW,4-Feb-20,0,,
Aruba,ABW,5-Feb-20,0,,
Aruba,ABW,6-Feb-20,0,,
Aruba,ABW,7-Feb-20,0,,
Aruba,ABW,8-Feb-20,0,,
Aruba,ABW,9-Feb-20,0,,
Aruba,ABW,10-Feb-20,0,,
Aruba,ABW,11-Feb-20,0,,
Aruba,ABW,12-Feb-20,0,,
Aruba,ABW,13-Feb-20,0,,
Aruba,ABW,14-Feb-20,0,,
Aruba,ABW,15-Feb-20,0,,
Aruba,ABW,16-Feb-20,0,,
Aruba,ABW,17-Feb-20,0,,
Aruba,ABW,18-Feb-20,0,,
Aruba,ABW,19-Feb-20,0,,
Aruba,ABW,20-Feb-20,0,,
Aruba,ABW,21-Feb-20,0,,
Aruba,ABW,22-Feb-20,0,,
Aruba,ABW,23-Feb-20,0,,
Aruba,ABW,24-Feb-20,0,,
Aruba,ABW,25-Feb-20,0,,
Aruba,ABW,26-Feb-20,0,,
Aruba,ABW,27-Feb-20,0,,
Aruba,ABW,28-Feb-20,0,,
Aruba,ABW,29-Feb-20,0,,
Aruba,ABW,1-Mar-20,0,,
Aruba,ABW,2-Mar-20,0,,
Aruba,ABW,3-Mar-20,0,,
Aruba,ABW,4-Mar-20,0,,
Aruba,ABW,5-Mar-20,0,,
Aruba,ABW,6-Mar-20,0,,
Aruba,ABW,7-Mar-20,0,,
Aruba,ABW,8-Mar-20,0,,
Aruba,ABW,9-Mar-20,0,,
Aruba,ABW,10-Mar-20,0,,
Aruba,ABW,11-Mar-20,0,,
Aruba,ABW,12-Mar-20,0,,
Aruba,ABW,13-Mar-20,2,,2
Aruba,ABW,14-Mar-20,2,,
Aruba,ABW,15-Mar-20,2,,
Aruba,ABW,16-Mar-20,2,,
Aruba,ABW,17-Mar-20,3,2,
Aruba,ABW,18-Mar-20,4,,
Aruba,ABW,20-Mar-20,,,4
Aruba,ABW,24-Mar-20,,,12
Aruba,ABW,25-Mar-20,,,17
Aruba,ABW,26-Mar-20,,,19
Aruba,ABW,27-Mar-20,,,28
Australia,AUS,31-Dec-19,,,0
Australia,AUS,1-Jan-20,,,0
Australia,AUS,2-Jan-20,,,0
Australia,AUS,3-Jan-20,,,0
Australia,AUS,4-Jan-20,,,0
Australia,AUS,5-Jan-20,,,0
Australia,AUS,6-Jan-20,,,0
Australia,AUS,7-Jan-20,,,0
Australia,AUS,8-Jan-20,,,0
Australia,AUS,9-Jan-20,,,0
Australia,AUS,10-Jan-20,,,0
Australia,AUS,11-Jan-20,,,0
Australia,AUS,12-Jan-20,,,0
Australia,AUS,13-Jan-20,,,0
Australia,AUS,14-Jan-20,,,0
Australia,AUS,15-Jan-20,,,0
Australia,AUS,16-Jan-20,,,0
Australia,AUS,17-Jan-20,,,0
Australia,AUS,18-Jan-20,,,0
Australia,AUS,19-Jan-20,,,0
Australia,AUS,20-Jan-20,,,0
Australia,AUS,21-Jan-20,,,0
Australia,AUS,22-Jan-20,0,,0
Australia,AUS,23-Jan-20,0,,0
Australia,AUS,24-Jan-20,0,,0
Australia,AUS,25-Jan-20,0,3,1
Australia,AUS,26-Jan-20,4,4,4
Australia,AUS,27-Jan-20,5,4,4
Australia,AUS,28-Jan-20,5,5,4
Australia,AUS,29-Jan-20,6,7,4
Australia,AUS,30-Jan-20,9,7,6
Australia,AUS,31-Jan-20,9,9,7
Australia,AUS,1-Feb-20,12,12,9
Australia,AUS,2-Feb-20,12,12,11
Australia,AUS,3-Feb-20,12,12,11
Australia,AUS,4-Feb-20,13,12,11
Australia,AUS,5-Feb-20,13,13,12
